# range -128..128
# sum of line must not exceed the range!

# Gaussian Sigma = 0.35

# horizontal coefficients
 13, 102,  13,   0
 10, 101,  17,   0
  7, 100,  21,   0
  5,  96,  27,   0
  4,  91,  33,   0
  3,  85,  40,   0
  2,  79,  47,   0
  1,  72,  55,   0
  1,  63,  63,   1
  0,  55,  72,   1
  0,  47,  79,   2
  0,  40,  85,   3
  0,  33,  91,   4
  0,  27,  96,   5
  0,  21, 100,   7
  0,  17, 101,  10

# vertical coefficients
 13, 102,  13,   0
 10, 101,  17,   0
  7, 100,  21,   0
  5,  96,  27,   0
  4,  91,  33,   0
  3,  85,  40,   0
  2,  79,  47,   0
  1,  72,  55,   0
  1,  63,  63,   1
  0,  55,  72,   1
  0,  47,  79,   2
  0,  40,  85,   3
  0,  33,  91,   4
  0,  27,  96,   5
  0,  21, 100,   7
  0,  17, 101,  10
