# 64 Phase Filters
# Single Set of Coefficients

# The original filename is:
# Lanczos2_13.txt
# Sharpened Lanczos 2

# Coefficients
 -13, 154, -13,   0
 -13, 154, -13,   0
 -13, 154, -13,   0
 -13, 154, -13,   0
 -13, 153, -13,   1
 -12, 152, -12,   0
 -12, 152, -12,   0
 -12, 150, -11,   1
 -11, 149, -10,   0
 -11, 148,  -9,   0
 -10, 146,  -8,   0
  -9, 144,  -7,   0
  -9, 142,  -5,   0
  -8, 139,  -3,   0
  -8, 137,  -2,   1
  -7, 135,   0,   0
  -6, 131,   3,   0
  -6, 129,   5,   0
  -5, 125,   8,   0
  -5, 122,  11,   0
  -4, 118,  14,   0
  -4, 114,  18,   0
  -3, 110,  21,   0
  -3, 106,  25,   0
  -2, 102,  28,   0
  -2,  98,  32,   0
  -1,  93,  36,   0
  -1,  88,  41,   0
  -1,  84,  45,   0
  -1,  79,  50,   0
  -0,  73,  55,  -0
  -0,  69,  59,  -0
  -0,  64,  64,  -0
  -0,  59,  69,  -0
  -0,  55,  73,  -0
   0,  50,  79,  -1
   0,  45,  84,  -1
   0,  41,  88,  -1
   0,  36,  93,  -1
   0,  32,  98,  -2
   0,  28, 102,  -2
   0,  25, 106,  -3
   0,  21, 110,  -3
   0,  18, 114,  -4
   0,  14, 118,  -4
   0,  11, 122,  -5
   0,   8, 125,  -5
   0,   5, 129,  -6
   0,   3, 131,  -6
   0,   0, 135,  -7
   1,  -2, 137,  -8
   0,  -3, 139,  -8
   0,  -5, 142,  -9
   0,  -7, 144,  -9
   0,  -8, 146, -10
   0,  -9, 148, -11
   0, -10, 149, -11
   1, -11, 150, -12
   0, -12, 152, -12
   0, -12, 152, -12
   1, -13, 153, -13
   0, -13, 154, -13
   0, -13, 154, -13
   0, -13, 154, -13
