10bit
adaptive

# Adaptive Scanline Filters
# The original filename is:
# SLA_Dk_060_Br_060.txt

# The parameters used to generate the filters are:
# base=gs3, k=1.280, dp=1.480, bp=1.000

# Dark Coefficients
   0,  59, 153,   0
   0,  58, 156,   0
   0,  57, 158,   0
   0,  56, 160,   0
   0,  55, 162,   0
   0,  54, 164,   0
   0,  53, 166,   0
   0,  52, 168,   0
   0,  51, 171,   0
   0,  50, 173,   0
   0,  49, 175,   0
   0,  48, 177,   0
   0,  47, 179,   0
   0,  46, 182,   0
   0,  45, 184,   0
   0,  44, 186,   0
   0,  43, 188,   0
   0,  43, 191,   0
   0,  42, 193,   0
   0,  41, 195,   0
   0,  40, 197,   0
   0,  39, 200,   0
   0,  38, 202,   0
   0,  38, 204,   0
   0,  37, 207,   0
   0,  36, 209,   0
   0,  35, 211,   0
   0,  35, 213,   0
   0,  34, 216,   0
   0,  33, 218,   0
   0,  33, 220,   0
   0,  32, 222,   0
   0,  31, 225,   0
   0,  30, 227,   0
   0,  30, 229,   1
   0,  29, 231,   1
   0,  28, 234,   1
   0,  28, 236,   1
   0,  27, 238,   1
   0,  27, 240,   1
   0,  26, 243,   1
   0,  25, 245,   1
   0,  25, 247,   1
   0,  24, 249,   1
   0,  24, 251,   1
   0,  23, 253,   1
   0,  23, 255,   1
   0,  22, 257,   1
   0,  22, 259,   1
   0,  21, 261,   1
   0,  21, 263,   1
   0,  20, 265,   1
   0,  20, 267,   1
   0,  19, 269,   1
   0,  19, 271,   1
   0,  18, 273,   1
   0,  18, 275,   1
   0,  17, 277,   1
   0,  17, 279,   1
   0,  16, 280,   1
   0,  16, 282,   1
   0,  16, 284,   1
   0,  15, 285,   2
   0,  15, 287,   2
   0,  14, 289,   2
   0,  14, 290,   2
   0,  14, 292,   2
   0,  13, 293,   2
   0,  13, 295,   2
   0,  13, 296,   2
   0,  12, 297,   2
   0,  12, 299,   2
   0,  12, 300,   2
   0,  11, 301,   2
   0,  11, 302,   2
   0,  11, 304,   2
   0,  10, 305,   3
   0,  10, 306,   3
   0,  10, 307,   3
   0,  10, 308,   3
   0,   9, 309,   3
   0,   9, 310,   3
   0,   9, 310,   3
   0,   8, 311,   3
   0,   8, 312,   3
   0,   8, 313,   3
   0,   8, 313,   4
   0,   8, 314,   4
   0,   7, 314,   4
   0,   7, 315,   4
   0,   7, 315,   4
   0,   7, 316,   4
   0,   6, 316,   4
   0,   6, 316,   5
   0,   6, 317,   5
   0,   6, 317,   5
   0,   6, 317,   5
   0,   6, 317,   5

# Bright Coefficients
   4, 248,   4,   0
   4, 248,   4,   0
   4, 248,   4,   0
   4, 247,   5,   0
   4, 247,   5,   0
   4, 247,   5,   0
   3, 247,   5,   0
   3, 247,   5,   0
   3, 246,   5,   0
   3, 246,   6,   0
   3, 246,   6,   0
   3, 245,   6,   0
   3, 245,   6,   0
   3, 244,   6,   0
   3, 244,   6,   0
   3, 243,   7,   0
   2, 243,   7,   0
   2, 242,   7,   0
   2, 242,   7,   0
   2, 241,   7,   0
   2, 240,   8,   0
   2, 239,   8,   0
   2, 239,   8,   0
   2, 238,   8,   0
   2, 237,   9,   0
   2, 236,   9,   0
   2, 235,   9,   0
   2, 234,   9,   0
   2, 233,  10,   0
   2, 232,  10,   0
   1, 231,  10,   0
   1, 230,  10,   0
   1, 229,  11,   0
   1, 228,  11,   0
   1, 227,  11,   0
   1, 225,  12,   0
   1, 224,  12,   0
   1, 223,  12,   0
   1, 222,  13,   0
   1, 220,  13,   0
   1, 219,  13,   0
   1, 218,  14,   0
   1, 216,  14,   0
   1, 215,  14,   0
   1, 213,  15,   0
   1, 212,  15,   0
   1, 210,  15,   0
   1, 209,  16,   0
   1, 207,  16,   0
   1, 206,  17,   0
   1, 204,  17,   0
   1, 203,  17,   0
   1, 201,  18,   0
   1, 200,  18,   0
   1, 198,  19,   0
   1, 196,  19,   0
   1, 195,  20,   0
   1, 193,  20,   0
   1, 191,  21,   0
   0, 190,  21,   0
   0, 188,  21,   0
   0, 186,  22,   0
   0, 184,  22,   0
   0, 183,  23,   0
   0, 181,  24,   0
   0, 179,  24,   0
   0, 177,  25,   0
   0, 176,  25,   0
   0, 174,  26,   0
   0, 172,  26,   0
   0, 170,  27,   0
   0, 168,  27,   0
   0, 167,  28,   0
   0, 165,  29,   0
   0, 163,  29,   0
   0, 161,  30,   0
   0, 159,  30,   0
   0, 158,  31,   0
   0, 156,  32,   0
   0, 154,  32,   0
   0, 152,  33,   0
   0, 150,  34,   0
   0, 148,  34,   0
   0, 147,  35,   0
   0, 145,  36,   0
   0, 143,  36,   0
   0, 141,  37,   0
   0, 140,  38,   0
   0, 138,  38,   0
   0, 136,  39,   0
   0, 134,  40,   0
   0, 132,  41,   0
   0, 131,  41,   0
   0, 129,  42,   0
   0, 127,  43,   0
   0, 126,  44,   0
   0, 124,  45,   0
   0, 122,  45,   0
   0, 120,  46,   0
   0, 119,  47,   0
   0, 117,  48,   0
   0, 116,  49,   0
   0, 114,  50,   0
   0, 112,  51,   0
   0, 111,  51,   0
   0, 109,  52,   0
   0, 108,  53,   0
   0, 106,  54,   0
   0, 104,  55,   0
   0, 103,  56,   0
   0, 101,  57,   0
   0, 100,  58,   0
   0,  98,  59,   0
   0,  97,  60,   0
   0,  95,  61,   0
   0,  94,  62,   0
   0,  93,  63,   0
   0,  91,  64,   0
   0,  90,  65,   0
   0,  88,  66,   0
   0,  87,  67,   0
   0,  86,  69,   0
   0,  84,  70,   0
   0,  83,  71,   0
   0,  82,  72,   0
   0,  81,  73,   0
   0,  79,  74,   0
   0,  78,  76,   0
   0,  77,  77,   0
   0,  76,  78,   0
   0,  74,  79,   0
   0,  73,  81,   0
   0,  72,  82,   0
   0,  71,  83,   0
   0,  70,  84,   0
   0,  69,  86,   0
   0,  67,  87,   0
   0,  66,  88,   0
   0,  65,  90,   0
   0,  64,  91,   0
   0,  63,  93,   0
   0,  62,  94,   0
   0,  61,  95,   0
   0,  60,  97,   0
   0,  59,  98,   0
   0,  58, 100,   0
   0,  57, 101,   0
   0,  56, 103,   0
   0,  55, 104,   0
   0,  54, 106,   0
   0,  53, 108,   0
   0,  52, 109,   0
   0,  51, 111,   0
   0,  51, 112,   0
   0,  50, 114,   0
   0,  49, 116,   0
   0,  48, 117,   0
   0,  47, 119,   0
   0,  46, 120,   0
   0,  45, 122,   0
   0,  45, 124,   0
   0,  44, 126,   0
   0,  43, 127,   0
   0,  42, 129,   0
   0,  41, 131,   0
   0,  41, 132,   0
   0,  40, 134,   0
   0,  39, 136,   0
   0,  38, 138,   0
   0,  38, 140,   0
   0,  37, 141,   0
   0,  36, 143,   0
   0,  36, 145,   0
   0,  35, 147,   0
   0,  34, 148,   0
   0,  34, 150,   0
   0,  33, 152,   0
   0,  32, 154,   0
   0,  32, 156,   0
   0,  31, 158,   0
   0,  30, 159,   0
   0,  30, 161,   0
   0,  29, 163,   0
   0,  29, 165,   0
   0,  28, 167,   0
   0,  27, 168,   0
   0,  27, 170,   0
   0,  26, 172,   0
   0,  26, 174,   0
   0,  25, 176,   0
   0,  25, 177,   0
   0,  24, 179,   0
   0,  24, 181,   0
   0,  23, 183,   0
   0,  22, 184,   0
   0,  22, 186,   0
   0,  21, 188,   0
   0,  21, 190,   0
   0,  21, 191,   1
   0,  20, 193,   1
   0,  20, 195,   1
   0,  19, 196,   1
   0,  19, 198,   1
   0,  18, 200,   1
   0,  18, 201,   1
   0,  17, 203,   1
   0,  17, 204,   1
   0,  17, 206,   1
   0,  16, 207,   1
   0,  16, 209,   1
   0,  15, 210,   1
   0,  15, 212,   1
   0,  15, 213,   1
   0,  14, 215,   1
   0,  14, 216,   1
   0,  14, 218,   1
   0,  13, 219,   1
   0,  13, 220,   1
   0,  13, 222,   1
   0,  12, 223,   1
   0,  12, 224,   1
   0,  12, 225,   1
   0,  11, 227,   1
   0,  11, 228,   1
   0,  11, 229,   1
   0,  10, 230,   1
   0,  10, 231,   1
   0,  10, 232,   2
   0,  10, 233,   2
   0,   9, 234,   2
   0,   9, 235,   2
   0,   9, 236,   2
   0,   9, 237,   2
   0,   8, 238,   2
   0,   8, 239,   2
   0,   8, 239,   2
   0,   8, 240,   2
   0,   7, 241,   2
   0,   7, 242,   2
   0,   7, 242,   2
   0,   7, 243,   2
   0,   7, 243,   3
   0,   6, 244,   3
   0,   6, 244,   3
   0,   6, 245,   3
   0,   6, 245,   3
   0,   6, 246,   3
   0,   6, 246,   3
   0,   5, 246,   3
   0,   5, 247,   3
   0,   5, 247,   3
   0,   5, 247,   4
   0,   5, 247,   4
   0,   5, 247,   4
   0,   4, 248,   4
   0,   4, 248,   4

