10bit
adaptive

# Adaptive Scanline Filters
# The original filename is:
# SLA_Dk_030_Br_040.txt

# The parameters used to generate the filters are:
# base=gs3, k=1.415, dp=1.840, bp=1.040

# Dark Coefficients
   6, 350,   6,   0
   6, 350,   6,   0
   6, 350,   6,   0
   5, 350,   6,   0
   5, 350,   7,   0
   5, 349,   7,   0
   5, 349,   7,   0
   5, 348,   7,   0
   5, 347,   8,   0
   4, 346,   8,   0
   4, 345,   8,   0
   4, 344,   8,   0
   4, 343,   8,   0
   4, 342,   9,   0
   4, 340,   9,   0
   4, 339,   9,   0
   3, 337,   9,   0
   3, 336,  10,   0
   3, 334,  10,   0
   3, 332,  10,   0
   3, 330,  11,   0
   3, 328,  11,   0
   3, 326,  11,   0
   3, 324,  11,   0
   3, 322,  12,   0
   2, 319,  12,   0
   2, 317,  12,   0
   2, 314,  13,   0
   2, 312,  13,   0
   2, 309,  13,   0
   2, 306,  13,   0
   2, 304,  14,   0
   2, 301,  14,   0
   2, 298,  14,   0
   2, 295,  15,   0
   2, 292,  15,   0
   2, 289,  15,   0
   1, 286,  16,   0
   1, 283,  16,   0
   1, 280,  16,   0
   1, 276,  17,   0
   1, 273,  17,   0
   1, 270,  17,   0
   1, 266,  18,   0
   1, 263,  18,   0
   1, 260,  18,   0
   1, 256,  19,   0
   1, 253,  19,   0
   1, 249,  19,   0
   1, 246,  20,   0
   1, 242,  20,   0
   1, 239,  20,   0
   1, 235,  21,   0
   1, 232,  21,   0
   1, 228,  22,   0
   1, 225,  22,   0
   1, 221,  22,   0
   1, 218,  23,   0
   1, 214,  23,   0
   1, 211,  23,   0
   1, 207,  24,   0
   0, 204,  24,   0
   0, 200,  24,   0
   0, 197,  25,   0
   0, 193,  25,   0
   0, 190,  25,   0
   0, 186,  26,   0
   0, 183,  26,   0
   0, 179,  26,   0
   0, 176,  27,   0
   0, 173,  27,   0
   0, 170,  28,   0
   0, 166,  28,   0
   0, 163,  28,   0
   0, 160,  29,   0
   0, 157,  29,   0
   0, 154,  29,   0
   0, 151,  30,   0
   0, 148,  30,   0
   0, 145,  30,   0
   0, 142,  31,   0
   0, 139,  31,   0
   0, 136,  31,   0
   0, 133,  32,   0
   0, 130,  32,   0
   0, 128,  32,   0
   0, 125,  33,   0
   0, 122,  33,   0
   0, 120,  33,   0
   0, 117,  34,   0
   0, 115,  34,   0
   0, 112,  35,   0
   0, 110,  35,   0
   0, 108,  35,   0
   0, 105,  36,   0
   0, 103,  36,   0
   0, 101,  36,   0
   0,  99,  37,   0
   0,  97,  37,   0
   0,  95,  38,   0
   0,  93,  38,   0
   0,  91,  38,   0
   0,  89,  39,   0
   0,  87,  39,   0
   0,  85,  40,   0
   0,  83,  40,   0
   0,  82,  41,   0
   0,  80,  41,   0
   0,  78,  41,   0
   0,  77,  42,   0
   0,  75,  42,   0
   0,  74,  43,   0
   0,  72,  43,   0
   0,  71,  44,   0
   0,  70,  45,   0
   0,  68,  45,   0
   0,  67,  46,   0
   0,  66,  46,   0
   0,  65,  47,   0
   0,  63,  48,   0
   0,  62,  48,   0
   0,  61,  49,   0
   0,  60,  50,   0
   0,  59,  50,   0
   0,  58,  51,   0
   0,  57,  52,   0
   0,  56,  53,   0
   0,  55,  54,   0
   0,  54,  54,   0
   0,  54,  55,   0
   0,  53,  56,   0
   0,  52,  57,   0
   0,  51,  58,   0
   0,  50,  59,   0
   0,  50,  60,   0
   0,  49,  61,   0
   0,  48,  62,   0
   0,  48,  63,   0
   0,  47,  65,   0
   0,  46,  66,   0
   0,  46,  67,   0
   0,  45,  68,   0
   0,  45,  70,   0
   0,  44,  71,   0
   0,  43,  72,   0
   0,  43,  74,   0
   0,  42,  75,   0
   0,  42,  77,   0
   0,  41,  78,   0
   0,  41,  80,   0
   0,  41,  82,   0
   0,  40,  83,   0
   0,  40,  85,   0
   0,  39,  87,   0
   0,  39,  89,   0
   0,  38,  91,   0
   0,  38,  93,   0
   0,  38,  95,   0
   0,  37,  97,   0
   0,  37,  99,   0
   0,  36, 101,   0
   0,  36, 103,   0
   0,  36, 105,   0
   0,  35, 108,   0
   0,  35, 110,   0
   0,  35, 112,   0
   0,  34, 115,   0
   0,  34, 117,   0
   0,  33, 120,   0
   0,  33, 122,   0
   0,  33, 125,   0
   0,  32, 128,   0
   0,  32, 130,   0
   0,  32, 133,   0
   0,  31, 136,   0
   0,  31, 139,   0
   0,  31, 142,   0
   0,  30, 145,   0
   0,  30, 148,   0
   0,  30, 151,   0
   0,  29, 154,   0
   0,  29, 157,   0
   0,  29, 160,   0
   0,  28, 163,   0
   0,  28, 166,   0
   0,  28, 170,   0
   0,  27, 173,   0
   0,  27, 176,   0
   0,  26, 179,   0
   0,  26, 183,   0
   0,  26, 186,   0
   0,  25, 190,   0
   0,  25, 193,   0
   0,  25, 197,   0
   0,  24, 200,   0
   0,  24, 204,   0
   0,  24, 207,   1
   0,  23, 211,   1
   0,  23, 214,   1
   0,  23, 218,   1
   0,  22, 221,   1
   0,  22, 225,   1
   0,  22, 228,   1
   0,  21, 232,   1
   0,  21, 235,   1
   0,  20, 239,   1
   0,  20, 242,   1
   0,  20, 246,   1
   0,  19, 249,   1
   0,  19, 253,   1
   0,  19, 256,   1
   0,  18, 260,   1
   0,  18, 263,   1
   0,  18, 266,   1
   0,  17, 270,   1
   0,  17, 273,   1
   0,  17, 276,   1
   0,  16, 280,   1
   0,  16, 283,   1
   0,  16, 286,   1
   0,  15, 289,   2
   0,  15, 292,   2
   0,  15, 295,   2
   0,  14, 298,   2
   0,  14, 301,   2
   0,  14, 304,   2
   0,  13, 306,   2
   0,  13, 309,   2
   0,  13, 312,   2
   0,  13, 314,   2
   0,  12, 317,   2
   0,  12, 319,   2
   0,  12, 322,   3
   0,  11, 324,   3
   0,  11, 326,   3
   0,  11, 328,   3
   0,  11, 330,   3
   0,  10, 332,   3
   0,  10, 334,   3
   0,  10, 336,   3
   0,   9, 337,   3
   0,   9, 339,   4
   0,   9, 340,   4
   0,   9, 342,   4
   0,   8, 343,   4
   0,   8, 344,   4
   0,   8, 345,   4
   0,   8, 346,   4
   0,   8, 347,   5
   0,   7, 348,   5
   0,   7, 349,   5
   0,   7, 349,   5
   0,   7, 350,   5
   0,   6, 350,   5
   0,   6, 350,   6
   0,   6, 350,   6

# Bright Coefficients
   4, 248,   4,   0
   4, 248,   4,   0
   4, 248,   4,   0
   4, 247,   5,   0
   4, 247,   5,   0
   4, 247,   5,   0
   3, 247,   5,   0
   3, 247,   5,   0
   3, 246,   5,   0
   3, 246,   6,   0
   3, 245,   6,   0
   3, 245,   6,   0
   3, 244,   6,   0
   3, 244,   6,   0
   3, 243,   6,   0
   3, 242,   7,   0
   2, 242,   7,   0
   2, 241,   7,   0
   2, 240,   7,   0
   2, 239,   7,   0
   2, 238,   8,   0
   2, 237,   8,   0
   2, 236,   8,   0
   2, 235,   8,   0
   2, 234,   8,   0
   2, 233,   9,   0
   2, 232,   9,   0
   2, 230,   9,   0
   2, 229,   9,   0
   2, 228,  10,   0
   1, 226,  10,   0
   1, 225,  10,   0
   1, 223,  10,   0
   1, 222,  11,   0
   1, 220,  11,   0
   1, 219,  11,   0
   1, 217,  12,   0
   1, 215,  12,   0
   1, 214,  12,   0
   1, 212,  12,   0
   1, 210,  13,   0
   1, 208,  13,   0
   1, 207,  13,   0
   1, 205,  14,   0
   1, 203,  14,   0
   1, 201,  14,   0
   1, 199,  15,   0
   1, 197,  15,   0
   1, 195,  15,   0
   1, 193,  16,   0
   1, 191,  16,   0
   1, 189,  16,   0
   1, 187,  17,   0
   1, 184,  17,   0
   1, 182,  17,   0
   1, 180,  18,   0
   1, 178,  18,   0
   0, 176,  18,   0
   0, 174,  19,   0
   0, 171,  19,   0
   0, 169,  19,   0
   0, 167,  20,   0
   0, 165,  20,   0
   0, 162,  20,   0
   0, 160,  21,   0
   0, 158,  21,   0
   0, 156,  22,   0
   0, 153,  22,   0
   0, 151,  22,   0
   0, 149,  23,   0
   0, 147,  23,   0
   0, 144,  23,   0
   0, 142,  24,   0
   0, 140,  24,   0
   0, 138,  25,   0
   0, 135,  25,   0
   0, 133,  25,   0
   0, 131,  26,   0
   0, 129,  26,   0
   0, 126,  27,   0
   0, 124,  27,   0
   0, 122,  27,   0
   0, 120,  28,   0
   0, 118,  28,   0
   0, 116,  28,   0
   0, 114,  29,   0
   0, 112,  29,   0
   0, 110,  30,   0
   0, 108,  30,   0
   0, 106,  30,   0
   0, 104,  31,   0
   0, 102,  31,   0
   0, 100,  32,   0
   0,  98,  32,   0
   0,  96,  32,   0
   0,  94,  33,   0
   0,  92,  33,   0
   0,  91,  34,   0
   0,  89,  34,   0
   0,  87,  35,   0
   0,  85,  35,   0
   0,  84,  35,   0
   0,  82,  36,   0
   0,  81,  36,   0
   0,  79,  37,   0
   0,  78,  37,   0
   0,  76,  38,   0
   0,  75,  38,   0
   0,  73,  39,   0
   0,  72,  39,   0
   0,  70,  40,   0
   0,  69,  40,   0
   0,  68,  41,   0
   0,  66,  41,   0
   0,  65,  42,   0
   0,  64,  42,   0
   0,  63,  43,   0
   0,  62,  43,   0
   0,  61,  44,   0
   0,  60,  45,   0
   0,  59,  45,   0
   0,  58,  46,   0
   0,  57,  47,   0
   0,  56,  47,   0
   0,  55,  48,   0
   0,  54,  49,   0
   0,  53,  50,   0
   0,  52,  50,   0
   0,  51,  51,   0
   0,  50,  52,   0
   0,  50,  53,   0
   0,  49,  54,   0
   0,  48,  55,   0
   0,  47,  56,   0
   0,  47,  57,   0
   0,  46,  58,   0
   0,  45,  59,   0
   0,  45,  60,   0
   0,  44,  61,   0
   0,  43,  62,   0
   0,  43,  63,   0
   0,  42,  64,   0
   0,  42,  65,   0
   0,  41,  66,   0
   0,  41,  68,   0
   0,  40,  69,   0
   0,  40,  70,   0
   0,  39,  72,   0
   0,  39,  73,   0
   0,  38,  75,   0
   0,  38,  76,   0
   0,  37,  78,   0
   0,  37,  79,   0
   0,  36,  81,   0
   0,  36,  82,   0
   0,  35,  84,   0
   0,  35,  85,   0
   0,  35,  87,   0
   0,  34,  89,   0
   0,  34,  91,   0
   0,  33,  92,   0
   0,  33,  94,   0
   0,  32,  96,   0
   0,  32,  98,   0
   0,  32, 100,   0
   0,  31, 102,   0
   0,  31, 104,   0
   0,  30, 106,   0
   0,  30, 108,   0
   0,  30, 110,   0
   0,  29, 112,   0
   0,  29, 114,   0
   0,  28, 116,   0
   0,  28, 118,   0
   0,  28, 120,   0
   0,  27, 122,   0
   0,  27, 124,   0
   0,  27, 126,   0
   0,  26, 129,   0
   0,  26, 131,   0
   0,  25, 133,   0
   0,  25, 135,   0
   0,  25, 138,   0
   0,  24, 140,   0
   0,  24, 142,   0
   0,  23, 144,   0
   0,  23, 147,   0
   0,  23, 149,   0
   0,  22, 151,   0
   0,  22, 153,   0
   0,  22, 156,   0
   0,  21, 158,   0
   0,  21, 160,   0
   0,  20, 162,   0
   0,  20, 165,   0
   0,  20, 167,   0
   0,  19, 169,   0
   0,  19, 171,   0
   0,  19, 174,   0
   0,  18, 176,   0
   0,  18, 178,   1
   0,  18, 180,   1
   0,  17, 182,   1
   0,  17, 184,   1
   0,  17, 187,   1
   0,  16, 189,   1
   0,  16, 191,   1
   0,  16, 193,   1
   0,  15, 195,   1
   0,  15, 197,   1
   0,  15, 199,   1
   0,  14, 201,   1
   0,  14, 203,   1
   0,  14, 205,   1
   0,  13, 207,   1
   0,  13, 208,   1
   0,  13, 210,   1
   0,  12, 212,   1
   0,  12, 214,   1
   0,  12, 215,   1
   0,  12, 217,   1
   0,  11, 219,   1
   0,  11, 220,   1
   0,  11, 222,   1
   0,  10, 223,   1
   0,  10, 225,   1
   0,  10, 226,   1
   0,  10, 228,   2
   0,   9, 229,   2
   0,   9, 230,   2
   0,   9, 232,   2
   0,   9, 233,   2
   0,   8, 234,   2
   0,   8, 235,   2
   0,   8, 236,   2
   0,   8, 237,   2
   0,   8, 238,   2
   0,   7, 239,   2
   0,   7, 240,   2
   0,   7, 241,   2
   0,   7, 242,   2
   0,   7, 242,   3
   0,   6, 243,   3
   0,   6, 244,   3
   0,   6, 244,   3
   0,   6, 245,   3
   0,   6, 245,   3
   0,   6, 246,   3
   0,   5, 246,   3
   0,   5, 247,   3
   0,   5, 247,   3
   0,   5, 247,   4
   0,   5, 247,   4
   0,   5, 247,   4
   0,   4, 248,   4
   0,   4, 248,   4

